duration,id,riskTaking,statKnow,regretExAnte,regretExPost,cond_presentation,cond_beliefs_choice_order,whichFirst,beliefA,beliefB,beliefA_below,beliefA_equal,beliefA_above,beliefB_below,beliefB_equal,beliefB_above,choiceStr,choiceB,round,short,age,sex,student,df
1029,bd230aa1df347aa0f79d54e9,2,3,4,4,description_noiseless,beliefs_first,A,1,1,45,10,45,45,10,45,1,0,2,0,55,Female,No,prereg
1029,bd230aa1df347aa0f79d54e9,2,3,4,4,description_noiseless,beliefs_first,A,1,1,45,10,45,45,10,45,1,0,1,1,55,Female,No,prereg
471,bd2b65106a04c786066735c8,5,4,4,4,sampling_noiseless,beliefs_first,B,1,1,49,2,49,49,2,49,7,1,1,0,27,Male,No,prereg
471,bd2b65106a04c786066735c8,5,4,4,4,sampling_noiseless,beliefs_first,B,1,1,50,0,50,50,0,50,5,0,2,1,27,Male,No,prereg
773,bdff783a63414ce443975bd5,4,4,3,5,description_noiseless,choice_first,B,1,1,49.75,.5,49.75,49.75,.5,49.75,1,1,2,1,21,Female,Yes,prereg
773,bdff783a63414ce443975bd5,4,4,3,5,description_noiseless,choice_first,B,1,1,49.75,.5,49.75,49.75,.5,49.75,1,1,1,0,21,Female,Yes,prereg
593,be1b358373180d4b4675b755,2,2,1,4,sampling_noiseless,choice_first,A,2,1,70,10,20,40,10,50,7,1,1,1,34,Male,DATA_EXPIRED,prereg
593,be1b358373180d4b4675b755,2,2,1,4,sampling_noiseless,choice_first,B,1.1,1.2,60,10,30,50,10,40,7,1,2,0,34,Male,DATA_EXPIRED,prereg
678,be4fa0542b2c7754a166b8a0,4,3,3,2,sampling_noiseless,beliefs_first,A,1.4,1.2,30,10,60,30,10,60,7,1,2,1,30,Male,No,prereg
678,be4fa0542b2c7754a166b8a0,4,3,3,2,sampling_noiseless,beliefs_first,B,1.5,1.7,20,30,50,30,20,50,5,0,1,0,30,Male,No,prereg
1992,be5fc1b5a5eba4cffdbcea18,2,2,4,3,description_noiseless,choice_first,A,1,1.2,50,2,48,50,2,48,5,1,2,1,34,Female,DATA_EXPIRED,prereg
1992,be5fc1b5a5eba4cffdbcea18,2,2,4,3,description_noiseless,choice_first,A,1,1,49,2,49,49,2,49,5,0,1,0,34,Female,DATA_EXPIRED,prereg
670,beaa55b48e0e927d39c6c413,4,3,4,3,description_noiseless,choice_first,A,1.2,1,50,2,48,20,1,79,4,1,2,0,25,Male,No,prereg
670,beaa55b48e0e927d39c6c413,4,3,4,3,description_noiseless,choice_first,A,1,1.2,40,10,50,30,40,30,5,1,1,1,25,Male,No,prereg
664,bf46d0ff0554a93d77355184,5,4,5,5,sampling_noiseless,choice_first,A,1,1.2,30,10,60,20,10,70,6,1,2,1,37,Male,DATA_EXPIRED,prereg
664,bf46d0ff0554a93d77355184,5,4,5,5,sampling_noiseless,choice_first,B,1.4,1.44,14,4,82,10,0,90,7,1,1,0,37,Male,DATA_EXPIRED,prereg
590,c04c8cc734b6a7612927e2e1,2,3,4,2,sampling_noiseless,choice_first,B,1.2,1.3,25,0,75,25,0,75,5,1,1,1,42,Male,DATA_EXPIRED,prereg
590,c04c8cc734b6a7612927e2e1,2,3,4,2,sampling_noiseless,choice_first,A,.96,1,51,0,49,49,0,51,5,1,2,0,42,Male,DATA_EXPIRED,prereg
1435,c0b21a335f54e21ad6b410f7,4,2,5,3,description_noiseless,beliefs_first,B,1,1,45.5,9,45.5,45.5,9,45.5,7,1,2,0,48,Female,No,prereg
1435,c0b21a335f54e21ad6b410f7,4,2,5,3,description_noiseless,beliefs_first,A,1,1,45.5,9,45.5,45.5,9,45.5,7,1,1,1,48,Female,No,prereg
700,c12512f010d0fb9360d4e9e6,1,5,4,2,description_noiseless,beliefs_first,B,1,.5,60,20,20,80,5,15,2,1,2,0,28,Female,No,prereg
700,c12512f010d0fb9360d4e9e6,1,5,4,2,description_noiseless,beliefs_first,A,2,.8,70,10,20,80,15,5,3,0,1,1,28,Female,No,prereg
392,c129a94accc26d2793d9fb7b,5,4,5,5,description_noiseless,choice_first,A,.8,1,50,5,45,50,5,45,7,0,1,0,26,Male,No,prereg
392,c129a94accc26d2793d9fb7b,5,4,5,5,description_noiseless,choice_first,A,.75,1,50,5,45,50,5,45,5,1,2,1,26,Male,No,prereg
728,c1909c942f3f5353ffb4ac89,5,1,2,1,description_noiseless,choice_first,B,.4,.3,40,2,58,42,2,56,6,1,2,0,23,Male,No,prereg
728,c1909c942f3f5353ffb4ac89,5,1,2,1,description_noiseless,choice_first,A,1.25,1.5,40,10,50,50,10,40,7,0,1,1,23,Male,No,prereg
634,c1c4793b9baf3bff50c457a2,3,2,4,3,description_noiseless,choice_first,B,1,1.25,50,20,30,30,20,50,6,0,1,1,33,Male,Yes,prereg
634,c1c4793b9baf3bff50c457a2,3,2,4,3,description_noiseless,choice_first,B,1.25,1.2,20,30,50,30,50,20,6,1,2,0,33,Male,Yes,prereg
1242,c1cfda843d5d31f876831c28,5,4,5,5,sampling_noiseless,choice_first,A,.8,1,70,20,10,20,70,10,6,1,1,0,50,Female,Yes,prereg
1242,c1cfda843d5d31f876831c28,5,4,5,5,sampling_noiseless,choice_first,A,.9,1.1,20,30,50,60,20,20,7,1,2,1,50,Female,Yes,prereg
947,c22113e61f6126ed824b8550,4,3,4,2,sampling_noiseless,choice_first,A,1,.9,60,10,30,50,10,40,5,1,1,1,39,Male,No,prereg
947,c22113e61f6126ed824b8550,4,3,4,2,sampling_noiseless,choice_first,A,1.3,1.26,20,2,78,25,10,65,2,0,2,0,39,Male,No,prereg
791,c224d01904a49b1d2a1d0ff9,1,3,4,5,description_noiseless,beliefs_first,B,1,1,45,10,45,45,10,45,1,1,2,0,35,Male,DATA_EXPIRED,prereg
791,c224d01904a49b1d2a1d0ff9,1,3,4,5,description_noiseless,beliefs_first,A,1,1,45,10,45,45,10,45,1,1,1,1,35,Male,DATA_EXPIRED,prereg
613,c2816aa294ee2e0c21c48fa8,3,2,4,4,description_noiseless,choice_first,B,1,1,49,2,49,49,2,49,2,1,1,1,25,Female,No,prereg
613,c2816aa294ee2e0c21c48fa8,3,2,4,4,description_noiseless,choice_first,B,1,1,49,2,49,49,2,49,1,0,2,0,25,Female,No,prereg
990,c2fdd8cd489fc44c45f8b64c,3,1,4,4,sampling_noiseless,choice_first,B,1,1,45,10,45,45,10,45,7,1,2,1,33,Male,No,prereg
990,c2fdd8cd489fc44c45f8b64c,3,1,4,4,sampling_noiseless,choice_first,A,1.4,1.3,47,6,47,45,10,45,7,1,1,0,33,Male,No,prereg
614,c3ade0178d9096fedaf570d9,4,2,3,3,sampling_noiseless,beliefs_first,B,1,.98,47,2,51,51,2,47,6,1,2,0,37,Male,DATA_EXPIRED,prereg
614,c3ade0178d9096fedaf570d9,4,2,3,3,sampling_noiseless,beliefs_first,A,1.05,.85,41,8,51,51,8,41,2,0,1,1,37,Male,DATA_EXPIRED,prereg
1237,c3be4cd6e4e154dda13b09b5,5,4,4,4,description_noiseless,beliefs_first,A,1.1,1,0,50,50,50,50,0,7,0,2,1,35,Male,DATA_EXPIRED,prereg
1237,c3be4cd6e4e154dda13b09b5,5,4,4,4,description_noiseless,beliefs_first,A,1.02,.98,20,40,40,60,30,10,7,0,1,0,35,Male,DATA_EXPIRED,prereg
2909,c45bfb5572d80a62514c6604,4,2,4,4,description_noiseless,beliefs_first,A,1,2,25,50,25,50,25,25,4,0,1,1,62,Female,DATA_EXPIRED,prereg
2909,c45bfb5572d80a62514c6604,4,2,4,4,description_noiseless,beliefs_first,A,1,2,20,30,50,25,50,25,5,0,2,0,62,Female,DATA_EXPIRED,prereg
2046,c4b8bcccc0fd176ced5f5b0b,3,2,4,3,sampling_noiseless,beliefs_first,B,.5,1.5,90,0,10,75,0,25,6,1,2,1,65,Female,No,prereg
2046,c4b8bcccc0fd176ced5f5b0b,3,2,4,3,sampling_noiseless,beliefs_first,B,.75,1.25,75,10,15,85,5,10,6,1,1,0,65,Female,No,prereg
491,c56279e291002ca09a4b4e30,3,4,3,4,description_noiseless,choice_first,A,1.1,1,45,10,45,45,10,45,5,1,1,1,38,Female,DATA_EXPIRED,prereg
491,c56279e291002ca09a4b4e30,3,4,3,4,description_noiseless,choice_first,B,1.02,1,49,2,49,49,2,49,6,1,2,0,38,Female,DATA_EXPIRED,prereg
771,c5cd7cf24a45a7f283556b47,1,2,4,4,description_noiseless,beliefs_first,A,.18,.2,10,10,80,80,10,10,7,0,1,1,42,Female,No,prereg
771,c5cd7cf24a45a7f283556b47,1,2,4,4,description_noiseless,beliefs_first,B,1,.75,5,5,90,90,5,5,7,1,2,0,42,Female,No,prereg
405,c6264475d2dd8964db157302,4,3,5,5,sampling_noiseless,choice_first,B,1.2,1.4,50,5,45,10,30,60,6,1,1,1,34,Male,No,prereg
405,c6264475d2dd8964db157302,4,3,5,5,sampling_noiseless,choice_first,A,1.4,1,20,10,70,10,10,80,7,1,2,0,34,Male,No,prereg
873,c689aae6fec2024d6341e984,2,1,5,3,description_noiseless,beliefs_first,A,1,.8,0,100,0,100,0,0,5,0,2,0,30,Male,No,prereg
873,c689aae6fec2024d6341e984,2,1,5,3,description_noiseless,beliefs_first,A,1,.8,0,100,0,100,0,0,4,0,1,1,30,Male,No,prereg
1031,c6a858400bd89e6d31b5aede,3,2,4,4,sampling_noiseless,choice_first,B,1.2,1.4,10,0,90,5,0,95,4,1,2,1,39,Female,DATA_EXPIRED,prereg
1031,c6a858400bd89e6d31b5aede,3,2,4,4,sampling_noiseless,choice_first,B,1.3,1.35,40,1,59,35,1,64,6,1,1,0,39,Female,DATA_EXPIRED,prereg
470,c6e8a124869ba778e62ede97,3,2,2,2,description_noiseless,choice_first,A,1,1,49,2,49,49,2,49,1,0,2,1,30,Female,No,prereg
470,c6e8a124869ba778e62ede97,3,2,2,2,description_noiseless,choice_first,A,1,1,49,2,49,49,2,49,7,0,1,0,30,Female,No,prereg
723,c6f39a44a0ef2295dcc3778f,2,2,4,4,description_noiseless,choice_first,A,2,0,0,0,100,100,0,0,7,0,1,1,60,Female,No,prereg
723,c6f39a44a0ef2295dcc3778f,2,2,4,4,description_noiseless,choice_first,B,0,2,0,0,100,100,0,0,7,0,2,0,60,Female,No,prereg
512,c7bf58e3cc70fbbe590fb0d7,4,4,3,3,sampling_noiseless,choice_first,B,.99,.96,49,1,50,50,0,50,6,1,1,0,38,Male,No,prereg
512,c7bf58e3cc70fbbe590fb0d7,4,4,3,3,sampling_noiseless,choice_first,A,.9,1,40,10,50,40,10,50,5,1,2,1,38,Male,No,prereg
378,c7eca9462794f97739e17fe5,2,3,3,2,description_noiseless,choice_first,B,1,1.25,45,10,45,45,10,45,7,0,2,0,43,Male,Yes,prereg
378,c7eca9462794f97739e17fe5,2,3,3,2,description_noiseless,choice_first,B,1,1.25,50,10,40,35,20,45,6,0,1,1,43,Male,Yes,prereg
1028,c8051569d23cf93a22888fce,4,2,2,2,description_noiseless,choice_first,A,1,1,20,30,50,10,30,60,6,1,2,0,26,Male,No,prereg
1028,c8051569d23cf93a22888fce,4,2,2,2,description_noiseless,choice_first,B,1,1.2,20,30,50,10,30,60,5,1,1,1,26,Male,No,prereg
620,c9067a8845fd5b3f7e577b2e,3,3,4,4,description_noiseless,beliefs_first,A,1,1,25,50,25,25,50,25,4,0,2,0,49,Female,DATA_EXPIRED,prereg
620,c9067a8845fd5b3f7e577b2e,3,3,4,4,description_noiseless,beliefs_first,B,.75,1,44.5,11,44.5,45.5,9,45.5,4,0,1,1,49,Female,DATA_EXPIRED,prereg
989,c912648bcb33074656cdb103,4,4,4,3,sampling_noiseless,beliefs_first,B,1.2,1.4,18,2,80,8,2,90,7,1,1,1,60,Female,No,prereg
989,c912648bcb33074656cdb103,4,4,4,3,sampling_noiseless,beliefs_first,B,.9399999999999999,.98,60,10,30,55,10,35,7,1,2,0,60,Female,No,prereg
283,c9380f1f099d97883cde9e35,3,4,4,3,description_noiseless,choice_first,B,1,1,25,50,25,25,50,25,5,0,2,1,30,Female,No,prereg
283,c9380f1f099d97883cde9e35,3,4,4,3,description_noiseless,choice_first,B,1,1,25,50,25,25,50,25,4,0,1,0,30,Female,No,prereg
839,cac7e7be54af880da85983c3,4,3,5,5,description_noiseless,beliefs_first,A,1,.98,49,2,49,51,2,47,6,0,1,0,26,Male,No,prereg
839,cac7e7be54af880da85983c3,4,3,5,5,description_noiseless,beliefs_first,A,1,.82,45.5,9,45.5,54.5,9,36.5,7,0,2,1,26,Male,No,prereg
994,cad3b2cfdb432560dcbcbe79,4,3,3,2,sampling_noiseless,choice_first,A,1.5,1.54,5,10,85,0,0,100,6,1,2,0,28,Male,DATA_EXPIRED,prereg
994,cad3b2cfdb432560dcbcbe79,4,3,3,2,sampling_noiseless,choice_first,A,1,1.4,20,50,30,10,10,80,6,1,1,1,28,Male,DATA_EXPIRED,prereg
573,cae171db59152aef3a19e8f2,4,2,4,4,sampling_noiseless,choice_first,B,1,1,75,0,25,75,0,25,5,1,2,1,34,Female,Yes,prereg
573,cae171db59152aef3a19e8f2,4,2,4,4,sampling_noiseless,choice_first,A,1,2,50,25,25,50,25,25,6,1,1,0,34,Female,Yes,prereg
1274,caf42801a963d09ad2ea8948,3,3,4,3,sampling_noiseless,choice_first,A,1.8,1.3,20,30,50,30,30,40,5,0,1,0,35,Male,DATA_EXPIRED,prereg
1274,caf42801a963d09ad2ea8948,3,3,4,3,sampling_noiseless,choice_first,B,1.2,.3,20,20,60,40,30,30,6,1,2,1,35,Male,DATA_EXPIRED,prereg
376,caf4fb6c9183b56c082e023b,4,3,4,4,sampling_noiseless,beliefs_first,A,1,1.5,20,30,50,30,20,50,4,0,2,1,30,Female,Yes,prereg
376,caf4fb6c9183b56c082e023b,4,3,4,4,sampling_noiseless,beliefs_first,A,1,1.5,30,20,50,20,20,60,7,1,1,0,30,Female,Yes,prereg
1059,cb2d08d2c95f52afb78fd988,1,1,3,3,description_noiseless,beliefs_first,A,1,1,46,8,46,46,8,46,4,1,2,1,62,Female,DATA_EXPIRED,prereg
1059,cb2d08d2c95f52afb78fd988,1,1,3,3,description_noiseless,beliefs_first,B,1,1,49,2,49,49,2,49,4,1,1,0,62,Female,DATA_EXPIRED,prereg
1334,cbb082e7f14d142486961c87,3,2,4,3,description_noiseless,beliefs_first,B,1,.75,40,10,50,50,10,40,2,0,1,1,42,Female,No,prereg
1334,cbb082e7f14d142486961c87,3,2,4,3,description_noiseless,beliefs_first,A,1,1,50,10,40,50,10,40,2,1,2,0,42,Female,No,prereg
863,cc1948b4de570b573146b048,3,3,4,4,sampling_noiseless,beliefs_first,A,1.36,1.4,60,0,40,60,0,40,6,1,2,0,89,Female,DATA_EXPIRED,prereg
863,cc1948b4de570b573146b048,3,3,4,4,sampling_noiseless,beliefs_first,A,1,1.2,60,10,30,40,10,50,7,1,1,1,89,Female,DATA_EXPIRED,prereg
723,cc366d007afea4036162c8b4,3,2,5,3,sampling_noiseless,beliefs_first,B,1.5,1.8,20,10,70,20,10,70,6,1,2,0,28,Female,No,prereg
723,cc366d007afea4036162c8b4,3,2,5,3,sampling_noiseless,beliefs_first,B,1,1.1,40,10,50,50,10,40,4,0,1,1,28,Female,No,prereg
1039,cca97a78118dc01423037129,2,1,4,4,sampling_noiseless,choice_first,B,2,2,45,10,45,35,10,55,6,1,2,1,42,Male,No,prereg
1039,cca97a78118dc01423037129,2,1,4,4,sampling_noiseless,choice_first,A,.82,1.05,85,1,14,45,3,52,7,1,1,0,42,Male,No,prereg
1212,ccf8c9b2c6ea763314413af4,4,2,5,3,sampling_noiseless,beliefs_first,B,.7,.75,80,1,19,75,1,24,4,1,1,0,27,Female,DATA_EXPIRED,prereg
1212,ccf8c9b2c6ea763314413af4,4,2,5,3,sampling_noiseless,beliefs_first,B,1.3,1.2,40,5,55,35,5,60,4,0,2,1,27,Female,DATA_EXPIRED,prereg
886,ccfc6990db33ce52eecfb022,4,3,4,3,description_noiseless,choice_first,A,1,1,40,30,30,50,20,30,6,0,2,1,36,Male,No,prereg
886,ccfc6990db33ce52eecfb022,4,3,4,3,description_noiseless,choice_first,B,1,1,40,30,30,30,40,30,6,0,1,0,36,Male,No,prereg
764,cda2d8510ade9935c954b041,2,1,5,5,sampling_noiseless,beliefs_first,A,1,1,30,5,65,30,0,70,3,1,1,0,38,Female,No,prereg
764,cda2d8510ade9935c954b041,2,1,5,5,sampling_noiseless,beliefs_first,B,1,1,48,4,48,46,4,50,3,1,2,1,38,Female,No,prereg
532,cec8fcd358e925d9a6a114d0,3,3,4,3,sampling_noiseless,beliefs_first,B,1,1,45,10,45,45,10,45,6,1,2,0,27,Female,No,prereg
532,cec8fcd358e925d9a6a114d0,3,3,4,3,sampling_noiseless,beliefs_first,A,.2,1,85,5,10,25,10,65,6,1,1,1,27,Female,No,prereg
541,cf1b67662908305d2b7e5fda,3,4,3,4,description_noiseless,beliefs_first,B,1,1,40,20,40,40,20,40,6,0,2,0,26,Male,No,prereg
541,cf1b67662908305d2b7e5fda,3,4,3,4,description_noiseless,beliefs_first,B,1,1,50,10,40,40,10,50,7,0,1,1,26,Male,No,prereg
855,cf1e1cdcb343c0f77d57a09f,3,2,4,4,sampling_noiseless,beliefs_first,A,1.2,1,50,2,48,51,2,47,6,1,2,1,38,Female,DATA_EXPIRED,prereg
855,cf1e1cdcb343c0f77d57a09f,3,2,4,4,sampling_noiseless,beliefs_first,B,2,1.6,52,2,46,55,4,41,6,1,1,0,38,Female,DATA_EXPIRED,prereg
785,cf63ce04519a2f6b0cde9761,3,4,4,3,description_noiseless,beliefs_first,A,1,1,45.5,9,45.5,45.5,9,45.5,7,1,2,1,27,Male,No,prereg
785,cf63ce04519a2f6b0cde9761,3,4,4,3,description_noiseless,beliefs_first,B,1,1,49.05,1.9,49.05,49.05,1.9,49.05,7,0,1,0,27,Male,No,prereg
2012,cf8088eb5bad87bd64f9f80f,4,3,4,4,sampling_noiseless,beliefs_first,A,1,1,50,25,25,35,55,10,5,1,2,0,33,Male,No,prereg
2012,cf8088eb5bad87bd64f9f80f,4,3,4,4,sampling_noiseless,beliefs_first,B,1,1,30,20,50,50,20,30,5,0,1,1,33,Male,No,prereg
577,d0ea2b1718055b454a070ab3,4,3,4,4,sampling_noiseless,beliefs_first,B,1.2,1.8,60,0,40,30,10,60,5,1,1,1,42,Female,No,prereg
577,d0ea2b1718055b454a070ab3,4,3,4,4,sampling_noiseless,beliefs_first,B,.8,120,70,10,20,30,10,60,5,1,2,0,42,Female,No,prereg
878,d1416d947f33c641491d4f76,2,2,3,3,description_noiseless,beliefs_first,B,1,1,45.5,9,45.5,45.5,9,45.5,1,1,2,0,37,Male,No,prereg
878,d1416d947f33c641491d4f76,2,2,3,3,description_noiseless,beliefs_first,B,1,1,45.5,9,45.5,45.5,9,45.5,1,1,1,1,37,Male,No,prereg
684,d173bb2b2349032596209a0f,3,2,4,4,description_noiseless,beliefs_first,A,1,1,25,55,20,20,45,35,6,1,2,1,62,Male,No,prereg
684,d173bb2b2349032596209a0f,3,2,4,4,description_noiseless,beliefs_first,B,1,1,26,26,48,32,32,36,7,0,1,0,62,Male,No,prereg
1900,d1bfb2945b4b499ff4c18bf0,4,3,5,5,sampling_noiseless,beliefs_first,B,1.09,1.05,49,0,51,51,0,49,7,1,2,0,66,Male,No,prereg
1900,d1bfb2945b4b499ff4c18bf0,4,3,5,5,sampling_noiseless,beliefs_first,A,1.5,1.7,40,8,52,40,8,52,7,1,1,1,66,Male,No,prereg
778,d20498a73a0634cf881db7de,4,3,3,3,description_noiseless,choice_first,A,0,2,0,0,100,0,0,100,7,0,2,0,31,Female,No,prereg
778,d20498a73a0634cf881db7de,4,3,3,3,description_noiseless,choice_first,A,2,0,0,0,100,0,0,100,7,0,1,1,31,Female,No,prereg
567,d38c8a80e7f949a2de85f7d4,1,1,5,5,description_noiseless,choice_first,B,1,1,33,34,33,33,34,33,5,1,1,1,41,Female,No,prereg
567,d38c8a80e7f949a2de85f7d4,1,1,5,5,description_noiseless,choice_first,A,2,0,50,25,25,25,25,50,4,1,2,0,41,Female,No,prereg
522,d3bba01d5f7198fbc594bf1e,4,4,4,3,description_noiseless,choice_first,B,1,1,33,33,34,33,33,34,6,0,2,0,29,Male,No,prereg
522,d3bba01d5f7198fbc594bf1e,4,4,4,3,description_noiseless,choice_first,B,1,1,33,33,34,33,33,34,6,0,1,1,29,Male,No,prereg
374,d3c7191d61a4723da4c37fe7,,,,,description_noiseless,choice_first,A,2,1,33,33,34,33,33,34,3,1,1,0,59,Female,DATA_EXPIRED,prereg
989,d3d2f8a55f8ef6eeed91aabf,4,4,3,4,sampling_noiseless,choice_first,A,.6,.75,40,35,25,35,35,30,6,1,2,1,28,Male,Yes,prereg
989,d3d2f8a55f8ef6eeed91aabf,4,4,3,4,sampling_noiseless,choice_first,B,.9,1,35,35,30,25,40,35,6,1,1,0,28,Male,Yes,prereg
622,d3f60ae617515c651782aeaf,3,4,5,4,sampling_noiseless,beliefs_first,B,.8,.84,75,5,20,73,5,22,6,1,1,0,31,Female,No,prereg
622,d3f60ae617515c651782aeaf,3,4,5,4,sampling_noiseless,beliefs_first,A,1,1.2,47,6,47,44,6,50,6,1,2,1,31,Female,No,prereg
1170,d4a4779dc4c14f4fae8ef416,3,2,4,2,sampling_noiseless,beliefs_first,B,1.04,1,49,1,50,50,1,49,6,1,1,0,33,Male,No,prereg
1170,d4a4779dc4c14f4fae8ef416,3,2,4,2,sampling_noiseless,beliefs_first,A,1,1,50,9,41,41,9,50,6,1,2,1,33,Male,No,prereg
642,d4bcc9f801259afd1512bccd,2,3,3,4,sampling_noiseless,choice_first,A,1,1.04,25,1,74,20,1,79,7,1,1,0,62,Female,No,prereg
642,d4bcc9f801259afd1512bccd,2,3,3,4,sampling_noiseless,choice_first,B,1.05,1,60,0,40,35,0,65,7,1,2,1,62,Female,No,prereg
722,d53efff7d5cbafb4f14020b7,3,3,5,5,sampling_noiseless,choice_first,A,1.1,1,60,10,30,40,10,50,5,0,1,1,52,Male,No,prereg
722,d53efff7d5cbafb4f14020b7,3,3,5,5,sampling_noiseless,choice_first,A,1,1.04,50,0,50,45,0,55,5,1,2,0,52,Male,No,prereg
3372,d600ef257f54928aba255b14,4,2,5,5,description_noiseless,choice_first,A,1,.8,10,30,60,60,30,10,4,0,1,0,33,Male,Yes,prereg
3372,d600ef257f54928aba255b14,4,2,5,5,description_noiseless,choice_first,B,.7,1,5,25,70,70,25,5,6,0,2,1,33,Male,Yes,prereg
638,d628e8f6be3f6c498742383f,4,4,5,3,description_noiseless,choice_first,A,1,1,49,2,49,49,2,49,1,0,2,0,27,Male,No,prereg
638,d628e8f6be3f6c498742383f,4,4,5,3,description_noiseless,choice_first,B,1,1,45,10,45,45,10,45,1,1,1,1,27,Male,No,prereg
681,d66ccc4cb67629b6fe73714e,3,2,4,4,sampling_noiseless,choice_first,B,.8,1.2,70,5,25,60,10,30,4,1,1,1,29,Female,No,prereg
681,d66ccc4cb67629b6fe73714e,3,2,4,4,sampling_noiseless,choice_first,B,.6,1.4,50,10,40,35,10,55,5,1,2,0,29,Female,No,prereg
1310,d6e7da36e8059e0bb0164f11,4,3,4,4,description_noiseless,beliefs_first,B,1,1,49,2,49,49,2,49,5,1,2,0,26,Male,DATA_EXPIRED,prereg
1310,d6e7da36e8059e0bb0164f11,4,3,4,4,description_noiseless,beliefs_first,A,1,1,45,10,45,45,10,45,5,1,1,1,26,Male,DATA_EXPIRED,prereg
580,d6ef9ed40ae0488b69df94df,3,1,2,5,description_noiseless,choice_first,B,1,2,20,40,40,25,25,50,4,0,2,1,43,Female,No,prereg
580,d6ef9ed40ae0488b69df94df,3,1,2,5,description_noiseless,choice_first,A,1,1,25,25,50,30,30,40,7,1,1,0,43,Female,No,prereg
673,d6f76d85411aee34e7e451f5,3,3,4,4,description_noiseless,beliefs_first,A,1.1,1.3,30,5,65,47,6,47,4,0,1,1,23,Female,Yes,prereg
673,d6f76d85411aee34e7e451f5,3,3,4,4,description_noiseless,beliefs_first,B,1.2,1,40,10,50,50,10,40,6,0,2,0,23,Female,Yes,prereg
633,d70325f4018fb1e1838b2671,2,2,2,2,sampling_noiseless,choice_first,A,.9,1,60,0,40,50,0,50,6,1,2,0,44,Female,No,prereg
633,d70325f4018fb1e1838b2671,2,2,2,2,sampling_noiseless,choice_first,B,.8,1.1,70,10,20,20,10,70,6,1,1,1,44,Female,No,prereg
700,d7112c0e5085ebe50dc01837,4,3,4,4,description_noiseless,beliefs_first,B,1,1,40,10,50,40,10,50,6,1,1,1,45,Male,No,prereg
700,d7112c0e5085ebe50dc01837,4,3,4,4,description_noiseless,beliefs_first,A,1,1,40,10,50,40,10,50,6,1,2,0,45,Male,No,prereg
1677,d7150f550e445098b318aa69,3,2,5,5,description_noiseless,choice_first,B,1.75,1.5,25,15,60,30,10,60,4,1,2,1,31,Female,Yes,prereg
1677,d7150f550e445098b318aa69,3,2,5,5,description_noiseless,choice_first,A,1.5,.25,50,25,25,75,12.5,12.5,5,0,1,0,31,Female,Yes,prereg
616,d72d4880b6b40b5c6eaba80e,4,3,4,4,description_noiseless,choice_first,A,1,1,48,4,48,48,4,48,4,1,2,0,32,Male,No,prereg
616,d72d4880b6b40b5c6eaba80e,4,3,4,4,description_noiseless,choice_first,B,1,1,45,10,45,45,10,45,4,1,1,1,32,Male,No,prereg
916,d748c920d54faf8efd7b363c,4,2,5,4,sampling_noiseless,beliefs_first,B,.98,.9399999999999999,45,20,35,40,20,40,6,0,1,0,53,Male,No,prereg
916,d748c920d54faf8efd7b363c,4,2,5,4,sampling_noiseless,beliefs_first,B,1,.8,80,1,19,80,1,19,5,0,2,1,53,Male,No,prereg
735,d7d16f6ce1fe6bacf15895a6,4,4,5,5,sampling_noiseless,choice_first,A,.5,1,60,10,30,50,10,40,7,1,2,0,32,Male,No,prereg
735,d7d16f6ce1fe6bacf15895a6,4,4,5,5,sampling_noiseless,choice_first,B,.8,1.2,20,20,60,10,20,70,4,1,1,1,32,Male,No,prereg
949,d7fc3787110ccd0e327e16a4,2,3,4,3,sampling_noiseless,beliefs_first,B,1,2,60,30,10,35,40,25,4,1,1,1,36,Male,DATA_EXPIRED,prereg
949,d7fc3787110ccd0e327e16a4,2,3,4,3,sampling_noiseless,beliefs_first,B,.9,1.1,40,15,45,30,20,50,3,1,2,0,36,Male,DATA_EXPIRED,prereg
892,d8910196ae9591e1e8c51531,5,4,4,5,sampling_noiseless,beliefs_first,A,1.2,1,50,9,41,50,9,41,6,1,1,1,46,Male,DATA_EXPIRED,prereg
892,d8910196ae9591e1e8c51531,5,4,4,5,sampling_noiseless,beliefs_first,A,1,1.04,48,4,48,44,2,54,6,1,2,0,46,Male,DATA_EXPIRED,prereg
1260,d8df425754f60a464400d713,2,3,4,5,description_noiseless,beliefs_first,B,.75,1,60,20,20,30,40,30,4,0,2,0,49,Female,No,prereg
1260,d8df425754f60a464400d713,2,3,4,5,description_noiseless,beliefs_first,A,1,.6,25,50,25,60,20,20,6,0,1,1,49,Female,No,prereg
941,d93d4644c7b1e7b9cd9d9657,4,2,5,4,description_noiseless,choice_first,B,1,1,45,10,45,45,10,45,6,1,1,0,62,Male,DATA_EXPIRED,prereg
941,d93d4644c7b1e7b9cd9d9657,4,2,5,4,description_noiseless,choice_first,A,1,1,45,10,45,45,10,45,4,0,2,1,62,Male,DATA_EXPIRED,prereg
759,d9779c00eafe59f862516f67,3,1,4,4,description_noiseless,beliefs_first,A,1,1.24,55,5,40,48,4,48,6,0,2,1,52,Male,No,prereg
759,d9779c00eafe59f862516f67,3,1,4,4,description_noiseless,beliefs_first,A,1,.96,48,4,48,47.5,5,47.5,5,0,1,0,52,Male,No,prereg
